MAL_ID,Name,Average Rating,Genres,English name,Japanese name,Type,Episodes,Premiered,Studios,Members,Favorites
26057,Fate/kaleid liner Prisma☆Illya 2wei!: Mahou Shoujo in Onsen Ryokou,7.05,"Comedy, Magic, Ecchi, Fantasy",Unknown,Fate/kaleid liner プリズマ☆イリヤ ツヴァイ! 魔法少女in温泉旅行,OVA,1,Unknown,SILVER LINK.,32450,18
26059,Samurai Hormone The Animation,6.25,Hentai,Unknown,サムライホルモン THE ANIMATION,OVA,1,Unknown,MS Pictures,2986,8
26063,Kaibutsu Oujo Specials,6.57,"Adventure, Comedy, Horror, Supernatural, Shounen",Unknown,怪物王女,Special,3,Unknown,Tatsunoko Production,1960,2
26079,Donyatsu Specials,5.68,"Comedy, Sci-Fi, Seinen",Unknown,どーにゃつ,Special,2,Unknown,Gathering,511,0
26081,Yasuji no Pornorama: Yacchimae!!,Unknown,Hentai,Unknown,ヤスジのポルノラマ やっちまえ!!,Movie,1,Unknown,Unknown,512,6
26085,Military!,5.82,"Ecchi, Slice of Life, Comedy, Military, Seinen",Unknown,みりたり!,TV,12,Winter 2015,Creators in Pack,33892,26
26087,Mama Ohanashi Kikasete,Unknown,"Fantasy, Kids",Unknown,ママお話きかせて,TV,15,Spring 1987,Unknown,159,0
26089,Gutchonpa Omoshiro Hanashi,Unknown,Kids,Unknown,グッチョンパおもしろ話,TV,5,Fall 1987,Unknown,136,0
26091,Koe wo Kikasete,Unknown,"Kids, Drama",Unknown,声を聞かせて,OVA,1,Unknown,Unknown,118,0
26093,"Tanbai Haru, Tookaraji",Unknown,"Drama, Kids",Unknown,探梅　春、遠からじ,OVA,1,Unknown,Toei Animation,131,0
26095,Kono Sora no Shita de,Unknown,"Drama, Kids",Unknown,この空の下で,OVA,1,Unknown,Toei Animation,128,0
26097,Yume no Tsuzuki,Unknown,"Drama, Kids",Unknown,夢のつづき,OVA,1,Unknown,Toei Animation,141,0
26099,Hidamari no Ie,Unknown,"Kids, Drama",Unknown,陽だまりの家,OVA,1,Unknown,Toei Animation,150,0
26101,Boku to Gaku: Ano Natsu no Monogatari,Unknown,"Historical, Drama, Kids",Unknown,ボクとガク ～あの夏のものがたり～,OVA,1,Unknown,Toei Animation,194,0
26103,Namae... Sore wa Moeru Inochi,Unknown,"Drama, Kids",Unknown,名前... それは燃えるいのち,OVA,1,Unknown,Toei Animation,128,0
26105,"Gomen ne, Mii-chan",Unknown,"Drama, Kids",Unknown,"ごめんね, ミーちゃん",OVA,1,Unknown,Toei Animation,124,0
26107,Miitsuketa!,Unknown,"Drama, Kids",Unknown,みーつけた！,OVA,1,Unknown,Toei Animation,130,0
26109,Kokoro no Koukyougaku,Unknown,"Drama, Kids",Unknown,こころの交響楽,OVA,1,Unknown,Toei Animation,131,0
26111,Hibike! Wadaiko,6.63,"Drama, Kids",Unknown,ひびけ! 和だいこ,OVA,1,Unknown,Toei Animation,688,0
26113,Yooidon!,Unknown,"Drama, Kids",Unknown,よーいドン！,OVA,1,Unknown,Toei Animation,119,0
26115,Moudouken Quill no Isshou,Unknown,Drama,Unknown,盲導犬クイールの一生,OVA,1,Unknown,Unknown,155,0
26117,Kokoroya,Unknown,"Kids, Psychological, Sci-Fi",Unknown,ココロ屋,OVA,1,Unknown,Toei Animation,432,0
26119,Iwata Kunchi no Obaachan,Unknown,"Drama, Historical, Kids",Unknown,いわたくんちのおばあちゃん,OVA,1,Unknown,Toei Animation,132,0
26123,Seitokai Yakuindomo* OVA,7.9,"Slice of Life, Comedy, School, Shounen",Unknown,生徒会役員共＊ OAD,OVA,10,Unknown,GoHands,62844,103
26133,Paper Cranes Story: Kenta to Maiko,Unknown,"Fantasy, Historical, Kids",Unknown,Paper Cranes Story ～ケンタとマイコ～,OVA,1,Unknown,Unknown,129,0
26135,Afghanistan Paghman-mura no Monogatari: Sekaiichi Utsukushii Boku no Mura,Unknown,"Historical, Kids",Unknown,アフガニスタン・パグマン村の物語 せかいいち　うつくしい　ぼくの村,OVA,1,Unknown,Toei Animation,348,1
26137,Afghanistan Paghman-mura no Monogatari: Boku no Mura ni Circus ga Kita,Unknown,"Historical, Kids",Unknown,アフガニスタン・パグマン村の物語 ぼくの村にサーカスがきた,OVA,1,Unknown,Toei Animation,324,4
26139,Kie Saranu Kizuato: Hi no Umi Osaka,Unknown,"Historical, Kids",Unknown,消えさらぬ傷あと 火の海・大阪,OVA,1,Unknown,Toei Animation,121,0
26141,Hato yo: Hiroshima no Sora wo,Unknown,"Historical, Kids",Unknown,はとよ　ひろしまの空を,OVA,1,Unknown,Unknown,168,0
26143,Okori Jizou,Unknown,"Historical, Kids",Unknown,おこりじぞう,Movie,1,Unknown,Unknown,142,0
26145,Okaachan Gomen ne,Unknown,"Historical, Kids",Unknown,おかあちゃんごめんね,Movie,1,Unknown,Unknown,122,0
26147,Nagasaki no Kouma,Unknown,"Historical, Kids",Unknown,ながさきの子うま,Movie,1,Unknown,Unknown,129,0
26149,Tobiuo no Boy wa Byouki Desu,Unknown,"Fantasy, Historical, Kids",Unknown,トビウオのぼうや は びょうきです,Movie,1,Unknown,Unknown,107,0
26151,Shounen H ga Mita Sensou,Unknown,"Historical, Kids",Unknown,少年Ｈが見た戦争,OVA,1,Unknown,Unknown,108,0
26153,Nat-chan no Akai Tebukuro,Unknown,"Historical, Kids",Unknown,なっちゃんの赤いてぶくろ,Movie,1,Unknown,Unknown,142,0
26155,Okaasan no Ki,Unknown,"Kids, Historical",Unknown,おかあさんの木,OVA,1,Unknown,Unknown,120,0
26157,Shin-chan no Sanrinsha,Unknown,"Historical, Kids",Shin's Tricycle,しんちゃんのさんりんしゃ,OVA,1,Unknown,Unknown,182,0
26159,Shinken Seminar Koukou Kouza,Unknown,"School, Shounen",Unknown,進研ゼミ高校講座,OVA,1,Unknown,Manglobe,323,0
26163,Ganbare! Lulu Lolo 2nd Season,Unknown,"Kids, Slice of Life",TINY★TWIN★BEARS 2nd Season,がんばれ！ルルロロ　第２シリーズ,TV,26,Fall 2014,Fanworks,237,0
26165,Yuri Kuma Arashi,7.08,"Psychological, Drama, Fantasy, School, Seinen, Shoujo Ai",Yurikuma Arashi,ユリ熊嵐,TV,12,Winter 2015,SILVER LINK.,84385,703
26183,Ikkitousen: Extravaganza Epoch,6.61,"Action, Ecchi, Martial Arts, School, Seinen, Super Power",Unknown,一騎当千 Extravaganza Epoch,OVA,2,Unknown,Arms,10849,12
26189,Ai Tenshi Densetsu Wedding Peach Specials,6.22,"Adventure, Comedy, Magic, Romance, Shoujo",Unknown,愛天使伝説 ウェディングピーチ,Special,2,Unknown,OLM,1197,2
26197,Omedetou Jesus-sama,Unknown,"Historical, Kids",Unknown,おめでとうイエスさま,OVA,1,Unknown,Unknown,182,3
26199,Doolie Baenang-Yeohaeng,Unknown,"Adventure, Kids",Unknown,둘리의 배낭여행,OVA,7,Unknown,Unknown,157,0
26209,Examurai Sengoku Recap,Unknown,"Action, Samurai",Unknown,エグザムライ戦国,Special,1,Unknown,TMS Entertainment,279,0
26213,Free!: Eternal Summer - Kindan no All Hard!,7.93,"Comedy, School, Slice of Life",Unknown,Free! -Eternal Summer- 禁断のオールハード！,Special,1,Unknown,Kyoto Animation,74485,231
26215,Niji no Kizuna,Unknown,"Drama, Kids",Unknown,虹のきずな,OVA,1,Unknown,Unknown,110,0
26217,Himawari no You ni,Unknown,"Drama, Kids",Unknown,ひまわりのように,OVA,1,Unknown,Unknown,164,0
26219,Tabidachi no Hi ni,Unknown,"Drama, Kids",Unknown,旅立ちの日に,OVA,1,Unknown,Unknown,120,0
26221,Mebae no Ashita,Unknown,"Drama, Kids",Unknown,めばえの朝（あした）,OVA,1,Unknown,Unknown,106,0
26223,Shin-chan ga Naita!,Unknown,"Drama, Kids",Unknown,新ちゃんがないた！,OVA,1,Unknown,Unknown,146,0
26225,"Kii-chan Watashi, Umarete Kite Yokatta!",Unknown,"Drama, Kids",Unknown,きいちゃん 私、生まれてきてよかった！,OVA,1,Unknown,Unknown,119,0
26227,"Ikitemasu, 15-sai.",Unknown,"Kids, Drama",Unknown,生きてます、15歳。,OVA,1,Unknown,Unknown,123,0
26229,Kaze no Tabibito,Unknown,"Drama, Kids",Unknown,風の旅人,OVA,1,Unknown,Unknown,114,0
26231,Kiniro no Kujira,Unknown,"Drama, Kids",Unknown,金色のクジラ,OVA,1,Unknown,Unknown,117,0
26233,Kitsune no Kan Chigai,Unknown,"Drama, Kids",Unknown,きつねのかんちがい,OVA,1,Unknown,Unknown,110,0
26235,Crayon no Hoshi,Unknown,"Drama, Kids",Unknown,クレヨンの星,OVA,1,Unknown,Unknown,120,0
26237,Cherry Blossom,Unknown,"Kids, Drama",Unknown,チェリーブラッサム,OVA,1,Unknown,Unknown,181,1
26239,Tenki ni Naare,Unknown,"Drama, Historical, Kids, Space",Unknown,天気になあれ,OVA,1,Unknown,Unknown,133,0
26241,Inochi Kagayaku Akari,Unknown,"Drama, Kids",Unknown,いのち輝く灯,OVA,1,Unknown,Unknown,134,1
26243,Owari no Seraph,7.49,"Action, Military, Supernatural, Drama, Vampire, Shounen",Seraph of the End:Vampire Reign,終わりのセラフ,TV,12,Spring 2015,Wit Studio,888227,10730
26247,Mina no Egao,Unknown,"Kids, Drama",Mina Smiles,ミナの笑顔,OVA,1,Unknown,Unknown,126,0
26249,Mina no Mura to Kawa,Unknown,"Drama, Kids",Mina's Village and the River,ミナの村と川,OVA,1,Unknown,Unknown,103,0
26251,Mina no Mura to Mori,Unknown,"Drama, Kids",Mina's Village and the Forest,ミナの村と森,OVA,1,Unknown,Unknown,106,0
26253,Mina no Mura no Gomi Soudou,Unknown,"Kids, Drama",Mina's Village Says Yes! to Waste Management,ミナの村のごみ騒動,OVA,1,Unknown,Unknown,103,0
26255,Mina no Bousai Mura Dzukuri,Unknown,"Drama, Kids",Unknown,ミナの防災村づくり,OVA,1,Unknown,Unknown,102,0
26257,Nidoto Touranai Tabibito,Unknown,"Drama, Kids",Unknown,二度と通らない旅人,OVA,1,Unknown,Unknown,159,0
26259,Mienu Me ni Kanjita Kumotoriyama no Asahi,Unknown,"Drama, Kids",Unknown,見えぬ目に感じた雲取山の朝日,OVA,1,Unknown,Unknown,123,0
26261,Tabi no Kisetsu,Unknown,"Drama, Kids",Unknown,足袋の季節,OVA,1,Unknown,Unknown,152,1
26263,Shiokari Touge,Unknown,"Kids, Drama",Shiokari Pass,塩狩峠,OVA,1,Unknown,Unknown,130,0
26265,Nogiku no Haka,Unknown,"Drama, Kids, Romance",Unknown,野菊の墓,OVA,1,Unknown,Unknown,186,0
26267,Goi-sensei to Tarou,Unknown,"Drama, Kids, School",Unknown,五井先生と太郎,OVA,1,Unknown,Unknown,184,0
26269,Tegami,Unknown,"Drama, Historical, Kids",Unknown,手紙,OVA,1,Unknown,Unknown,187,0
26271,Meiji Ishin wo Tsukuriageta Hitobito,Unknown,"Kids, Samurai, Historical, Drama",Unknown,明治維新をつくりあげた人々,OVA,1,Unknown,Unknown,134,0
26273,Tenka wo Mezashita Sannin no Bushou,Unknown,"Drama, Historical, Kids, Samurai",Unknown,天下をめざした３人の武将,OVA,1,Unknown,Unknown,150,0
26275,Tokugawa Iemitsu to Edo Bakufu,Unknown,"Kids, Samurai, Historical, Drama",Unknown,徳川家光と江戸幕府,OVA,1,Unknown,Unknown,143,0
26277,Minamoto no Yoritomo to Bushi no Yononaka,Unknown,"Kids, Samurai, Historical, Drama",Unknown,源頼朝と武士の世の中,OVA,1,Unknown,Unknown,147,0
26279,Kumo no Ito (2000),Unknown,Fantasy,Unknown,くもの糸,OVA,1,Unknown,Unknown,432,1
26281,Mother Teresa,Unknown,"Drama, Historical, Kids",Unknown,マザー・テレサ,OVA,1,Unknown,Unknown,143,0
26283,Gin no Rousokutate,Unknown,"Drama, Kids",Unknown,銀のろうそく立て,OVA,1,Unknown,Unknown,281,0
26285,Ao no Doumon,Unknown,"Kids, Samurai, Historical, Drama",Unknown,青の洞門,OVA,1,Unknown,Unknown,226,0
26287,Tomoko-chan to Watashi,Unknown,"Comedy, Kids, School",Unknown,とも子ちゃんとわたし,OVA,1,Unknown,Unknown,132,0
26289,Hage,Unknown,"Drama, Kids, School",Unknown,はげ,OVA,1,Unknown,Unknown,157,0
26291,Boku no Diet Daisakusen,Unknown,"Kids, Drama",Unknown,ぼくのダイエット大作戦,OVA,1,Unknown,Unknown,137,1
26293,Kokoro no Hanataba,Unknown,Kids,Unknown,心の花たば,OVA,1,Unknown,Unknown,117,0
26295,Haha Uzura,Unknown,"Drama, Kids",Unknown,母うずら,OVA,1,Unknown,Unknown,127,0
26297,Inori no Te,Unknown,"Kids, Historical, Drama",Unknown,いのりの手,OVA,1,Unknown,Unknown,122,0
26299,Inamura no Hi (1989),Unknown,"Historical, Kids, Drama",Unknown,稲むらの火,OVA,1,Unknown,Unknown,132,0
26301,Donguri to Yamaneko (1995),Unknown,"Demons, Drama, Kids",Unknown,どんぐりと山猫,OVA,1,Unknown,Unknown,179,0
26303,Cello Hiki no Gauche (OVA),Unknown,"Drama, Fantasy, Music",Unknown,セロひきのゴーシュ,OVA,1,Unknown,Unknown,373,0
26305,Naita Aka Oni (OVA),Unknown,"Demons, Drama, Kids",Unknown,泣いた赤おに,OVA,1,Unknown,Unknown,130,0
26307,"Yume, Sora Takaku",Unknown,"Drama, Kids",Unknown,夢、空高く,OVA,1,Unknown,Unknown,126,0
26309,Ichimai no Etegami,Unknown,"Drama, Kids",Unknown,一枚の絵てがみ,OVA,1,Unknown,Unknown,138,0
26311,Tasukeai no Rekishi: Seimei Hoken no Hajimari,Unknown,"Historical, Kids, Drama",Unknown,たすけあいの歴史 ─生命保険のはじまり─,OVA,1,Unknown,Unknown,190,0
26313,Yakusoku: Africa Mizu to Midori,Unknown,"Drama, Kids",Unknown,約束 －アフリカ　水と緑－,OVA,1,Unknown,Unknown,144,0
26315,"Okaasan, Nakanaide",Unknown,"Kids, Drama",Unknown,お母さん、なかないで,OVA,1,Unknown,Unknown,121,0
26317,Obake Nagaya,Unknown,"Comedy, Kids, Supernatural",Unknown,おばけ長屋,OVA,1,Unknown,Unknown,116,1
26319,Mimizuku to Tsuki-sama,Unknown,"Drama, Kids",Unknown,みみずくとお月さま,OVA,1,Unknown,Unknown,111,0
26321,Soba no Hana Saita Hi,Unknown,"Drama, Kids",Unknown,そばの花さいた日,OVA,1,Unknown,Unknown,120,0
26323,Hitotsu no Hana,Unknown,"Drama, Historical, Kids",Unknown,一つの花,OVA,1,Unknown,Unknown,121,0
26325,Minna Ichiban!,Unknown,"Drama, Kids",Unknown,みんないちばん！,OVA,1,Unknown,Unknown,104,0
26327,Kitsune to Budou,Unknown,"Drama, Kids",Unknown,きつねとぶどう,OVA,1,Unknown,Unknown,177,0
26329,Ijimekko Ookami to Nana-chan,Unknown,"Kids, Drama",Unknown,いじめっこ狼とナナちゃん,OVA,1,Unknown,Unknown,128,0
26331,Jigoku no Soubee,Unknown,"Comedy, Demons, Drama, Kids",Unknown,じごくのそうべえ,OVA,1,Unknown,Unknown,139,0
26333,Kaneko Misuzu: Yasashisa no Fuukei,Unknown,"Drama, Kids",Unknown,金子みすゞ やさしさの風景,OVA,1,Unknown,Unknown,129,0
26335,Nanatsu no Hoshi,Unknown,"Drama, Kids",Unknown,七つのほし,OVA,1,Unknown,Unknown,209,1
26337,Minna no Doutoku,Unknown,"Drama, Fantasy, Historical, Kids, School",Unknown,みんなのどうとく,OVA,6,Unknown,Unknown,112,0
26339,Tobidashicha dame!,Unknown,"Kids, Drama",Unknown,とびだしちゃダメ！,OVA,1,Unknown,Unknown,115,0
26341,Hanamaru Koutsuu Anzen,Unknown,"Kids, Drama",Unknown,はなまる交通安全,OVA,1,Unknown,Unknown,140,0
26345,Kogitsune no Okurimono,Unknown,"Drama, Fantasy, Kids",Unknown,こぎつねのおくりもの,OVA,1,Unknown,Unknown,123,0
26347,From Osaka with Cheer!,Unknown,Slice of Life,Unknown,FROM OSAKA WITH CHEER!,ONA,4,Unknown,Unknown,253,0
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,7.38,"Slice of Life, Comedy, Romance, Seinen",I Can't Understand What My Husband Is Saying,旦那が何を言っているかわからない件,TV,13,Fall 2014,Seven,273464,733
26351,Nagato Yuki-chan no Shoushitsu,6.73,"Comedy, Romance, School, Seinen, Slice of Life",The Disappearance of Nagato Yuki-chan,長門有希ちゃんの消失,TV,16,Spring 2015,Satelight,108383,251
26359,Persona 4 the Golden Animation: Thank you Mr. Accomplice,6.53,"Adventure, Mystery, Supernatural, Drama",Unknown,ペルソナ4 ザ・ゴールデンアニメーション Thank you Mr. Accomplice,Special,1,Unknown,A-1 Pictures,10314,12
26395,Teekyuu 4,6.73,"Comedy, Shounen, Sports",Teekyu 4,てーきゅう ４期,TV,12,Spring 2015,Millepensee,18283,18
26441,Junketsu no Maria,7.16,"Comedy, Historical, Magic, Romance, Fantasy, Seinen",Maria the Virgin Witch,純潔のマリア,TV,12,Winter 2015,Production I.G,129451,229
26443,Triage X,6.34,"Action, Adventure, Ecchi, Shounen",Triage X,トリアージX,TV,10,Spring 2015,Xebec,119192,207
26447,Uchuusen Sagittarius Pilot,Unknown,"Adventure, Sci-Fi",Unknown,宇宙船サジタリウス,Special,1,Unknown,Unknown,232,0
26449,Akame ga Kill! Recap,6.74,"Action, Adventure, Fantasy",Unknown,『アカメが斬る！』第一話～第八話ダイジェスト映像,Special,1,Unknown,White Fox,28987,53
26453,Tribe Cool Crew,6.91,"Music, School",Unknown,トライブクルクル,TV,50,Fall 2014,"Sunrise, Bandai Namco Pictures",4386,32
27363,Yakata: Kannou Kitan,6.77,Hentai,Unknown,館 ～官能奇譚～,OVA,2,Unknown,PoRO,5727,25
27369,Eigo de Asobo: Tanken Goblin Tou,Unknown,"Kids, Adventure, Fantasy, Comedy",Unknown,英語であそぼ たんけんゴブリン島,TV,100,Spring 1990,Gallop,194,0
27371,Sore Ike! Anpanman: Bokura wa Hero,Unknown,"Kids, Fantasy, Comedy",Unknown,それいけ! アンパンマン ぼくらはヒーロー,Movie,1,Unknown,TMS Entertainment,208,0
27373,Sore Ike! Anpanman: Otanjoubi Series,Unknown,"Kids, Fantasy, Comedy",Unknown,それいけ! アンパンマン おたんじょうびシリーズ,OVA,12,Unknown,TMS Entertainment,184,0
27375,Hitoribotchi,Unknown,Drama,Unknown,ひとりぼっち,Movie,1,Unknown,Toei Animation,280,0
27377,Tanuki-san Ooatari,Unknown,Kids,Unknown,たぬきさん大当り,Movie,1,Unknown,Toei Animation,167,0
27379,Sekai no Ouja: King Kong Taikai,Unknown,"Adventure, Sci-Fi",Unknown,世界の王者 キングコング大会,Special,1,Unknown,Toei Animation,208,0
27387,Under the Dog,6.31,"Action, Sci-Fi, Thriller",Unknown,UNDER THE DOG,OVA,1,Unknown,"Kinema Citrus, Orange",45815,68
27389,"Oretachi, Tomodachi!",Unknown,"Kids, Fantasy",Unknown,"おれたち, ともだち!",OVA,1,Unknown,Unknown,142,0
27393,Kyuumei Senshi Nanosaver,Unknown,"Adventure, Shounen",Unknown,救命戦士ナノセイバー,TV,28,Spring 1997,Unknown,206,1
27399,Peeping Life Movie: We Are The Hero,Unknown,"Slice of Life, Comedy",Unknown,Peeping Life -WE ARE THE HERO-,OVA,9,Unknown,Unknown,277,1
27405,Zou no Senaka: Tabidatsu Hi,6.09,"Drama, Seinen, Slice of Life",Unknown,象の背中 -旅立つ日-,OVA,1,Unknown,Unknown,384,0
27411,Koukaku Kidoutai: Shin Movie,7.48,"Action, Sci-Fi, Police, Psychological, Mecha",Ghost in the Shell:The New Movie,攻殻機動隊 新劇場版,Movie,1,Unknown,Production I.G,39927,77
27413,Shinkyoku no Grimoire The Animation,6.86,"Hentai, Demons, Supernatural, Fantasy",Unknown,神曲のグリモワール THE ANIMATION,OVA,2,Unknown,Unknown,5142,19
27417,Diabolik Lovers OVA,5.77,"Harem, School, Vampire, Shoujo",Unknown,DIABOLIK LOVERS OAD,OVA,1,Unknown,"Production I.G, Zexcs",29636,109
27419,"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",6.81,"Slice of Life, Music, School",Unknown,タリ タリ 「曇ったり、輝いたりまたい、つか歌ったり」,Special,1,Unknown,P.A. Works,7219,5
27437,Mushiba Tetsudou,5.36,"Adventure, Fantasy, Kids",Unknown,虫歯鉄道-Cavity Express-,Movie,1,Unknown,Unknown,327,0
27441,Show By Rock!!,7.04,"Comedy, Music",Unknown,SHOW BY ROCK!!（ショウ・バイ・ロック!!）,TV,12,Spring 2015,Bones,66565,338
27451,Porong Porong Pororo 2,Unknown,Kids,Pororo the Little Penguin 2,뽀롱뽀롱 뽀로로 2,TV,52,Winter 2006,Unknown,262,0
27453,Pororo-wa Noraehaeyo,Unknown,"Kids, Music",Sing-A-Long with Pororo,뽀로로와 노래해요,TV,14,Unknown,Unknown,191,0
27455,Porong Porong Pororo 3,Unknown,"Kids, Sci-Fi",Pororo the Little Penguin 3,뽀롱뽀롱 뽀로로 3,TV,52,Spring 2009,Unknown,249,0
27457,Porong Porong Pororo 4,Unknown,"Cars, Kids",Pororo the Little Penguin 4,뽀롱뽀롱 뽀로로 4,TV,26,Winter 2012,Unknown,263,2
27459,Porong Porong Pororo 5,Unknown,"Kids, Cars",Pororo the Little Penguin 5,뽀롱뽀롱 뽀로로 5,TV,26,Winter 2014,Unknown,262,1
27461,Pororo's English Show,Unknown,"Kids, Music",Pororo's English Show,뽀로로 잉글리시쇼,TV,13,Unknown,Unknown,179,1
27463,Pororo Geugjangpan Super Sseolmae Daemoheom,Unknown,"Cars, Kids",Pororo:The Racing Adventure,뽀로로 극장판 슈퍼썰매 대모험,Movie,1,Unknown,Unknown,217,1
27465,Pororo Hanguk-e Wass-eoyo,Unknown,"Adventure, Kids",Pororo Goes to Korea,뽀로로가 한국에 왔어요,ONA,1,Unknown,Unknown,240,0
27467,Yoligongju Loopy,Unknown,"Kids, Magic","Loopy, the Cooking Princess",요리공주 루피,TV,6,Unknown,Unknown,194,0
27491,Sore Ike! Anpanman: Kaiketsu Naganegiman to Doremi Hime,Unknown,"Kids, Fantasy, Comedy",Unknown,それいけ! アンパンマン 怪傑ナガネギマンとドレミ姫,Movie,1,Unknown,TMS Entertainment,258,0
27493,Sore Ike! Anpanman: Yuuki to Honoo to Christmas,Unknown,"Comedy, Kids, Fantasy",Unknown,それいけ! アンパンマン 勇気とほのおとクリスマス,Special,1,Unknown,TMS Entertainment,187,0
27495,Sore Ike! Anpanman: Kaiketsu Naganegiman to Yakisobapanman,Unknown,"Kids, Adventure, Fantasy",Unknown,それいけ! アンパンマン 怪傑ナガネギマンとやきそばパンマン,Movie,1,Unknown,TMS Entertainment,260,1
